day,bysubj_day,date,time_window,context,nervous,upset,satisfied,happy,scs_pos_1,scs_neg_2,scs_pos_3,scs_neg_4,scs_neg_5,scs_pos_6,scs_pos_7,scs_neg_8,id
5,5,2022-04-30,2,0,2,2,3,4,4,3,6,2,3,5,5,2,158
5,5,2022-04-30,3,2,2,2,3,3,4,2,5,3,2,4,5,3,158
5,5,2022-04-30,4,0,2,2,3,3,4,2,5,2,1,4,4,2,158
5,5,2022-04-30,5,1,1,1,4,5,5,2,2,2,2,5,5,5,158
6,6,2022-05-07,1,0,2,2,2,4,5,2,3,2,2,5,5,2,158
6,6,2022-05-07,2,2,3,3,4,4,2,4,4,5,5,2,5,4,158
6,6,2022-05-07,3,2,1,1,5,5,5,2,2,2,2,5,5,3,158
6,6,2022-05-07,4,0,2,2,5,4,4,3,3,3,2,3,3,4,158
6,6,2022-05-07,5,0,3,2,4,4,4,2,5,3,3,2,5,3,158
7,7,2022-05-14,1,0,2,2,3,3,4,2,3,2,2,3,3,4,158
7,7,2022-05-14,2,0,4,3,2,2,3,5,2,5,4,3,2,4,158
7,7,2022-05-14,3,0,2,2,3,2,5,3,2,2,2,3,4,3,158
7,7,2022-05-14,4,0,2,2,4,4,4,3,2,2,3,4,4,2,158
7,7,2022-05-14,5,2,2,2,4,4,4,2,2,2,2,4,3,2,158
8,8,2022-05-21,3,0,2,4,2,2,6,2,5,5,5,5,2,2,158
8,8,2022-05-21,4,1,2,2,4,4,2,2,3,3,2,2,2,4,158
8,8,2022-05-21,5,1,2,2,4,4,4,3,4,2,4,4,5,2,158
9,9,2022-05-28,1,-1,3,4,2,2,2,4,3,4,4,2,2,5,158
9,9,2022-05-28,2,0,2,3,4,2,3,2,4,2,4,2,2,5,158
9,9,2022-05-28,3,1,1,1,5,5,5,2,4,2,2,5,5,5,158
9,9,2022-05-28,4,0,4,4,2,2,3,3,2,3,5,4,2,5,158
9,9,2022-05-28,5,2,1,1,5,5,5,2,2,2,2,5,5,4,158
1,1,2022-04-02,1,0,1,2,4,4,4,2,6,6,1,5,4,6,155
1,1,2022-04-02,2,0,2,1,4,4,5,1,6,4,1,5,5,6,155
1,1,2022-04-02,3,0,2,2,3,4,5,1,6,5,2,6,5,6,155
1,1,2022-04-02,4,0,2,1,4,4,5,1,6,5,2,6,5,6,155
1,1,2022-04-02,5,0,2,4,4,3,4,2,6,5,2,6,5,6,155
2,2,2022-04-09,1,0,3,3,2,2,4,5,5,6,5,4,4,5,155
2,2,2022-04-09,2,0,3,3,3,3,4,4,6,6,3,5,4,5,155
2,2,2022-04-09,3,0,2,2,3,3,4,4,5,5,2,4,4,5,155
2,2,2022-04-09,4,0,3,2,3,3,5,2,6,5,3,5,3,5,155
2,2,2022-04-09,5,0,2,2,3,3,5,4,5,5,5,4,4,5,155
3,3,2022-04-16,1,0,2,2,4,4,5,3,6,5,2,4,5,5,155
3,3,2022-04-16,2,0,2,2,3,3,5,5,6,6,3,4,4,6,155
3,3,2022-04-16,3,0,2,2,2,3,5,5,6,6,3,5,4,6,155
3,3,2022-04-16,4,0,3,3,4,3,4,5,6,6,2,5,5,6,155
3,3,2022-04-16,5,0,4,2,3,3,4,5,6,4,3,4,5,4,155
4,4,2022-04-23,1,0,3,2,2,2,3,4,5,5,5,3,1,5,155
4,4,2022-04-23,2,0,2,2,3,3,3,5,4,5,3,4,2,4,155
4,4,2022-04-23,3,0,2,3,3,3,4,4,5,5,3,4,2,5,155
4,4,2022-04-23,5,0,3,3,3,2,4,5,5,6,4,3,2,6,155
5,5,2022-04-30,1,0,2,1,4,4,5,4,5,5,3,4,4,4,155
5,5,2022-04-30,2,0,2,2,2,3,5,3,5,5,4,4,4,6,155
5,5,2022-04-30,4,0,2,3,3,4,3,5,6,6,3,4,3,5,155
5,5,2022-04-30,5,0,2,1,3,3,4,4,4,6,5,4,3,6,155
6,6,2022-05-07,1,0,5,3,3,1,4,3,5,5,3,4,3,6,155
6,6,2022-05-07,2,0,5,3,3,2,4,4,6,4,3,4,4,4,155
6,6,2022-05-07,3,0,5,2,4,2,4,5,6,4,6,5,5,6,155
6,6,2022-05-07,4,0,5,5,2,1,1,4,6,6,4,1,2,6,155
6,6,2022-05-07,5,0,5,5,3,1,6,6,6,6,6,1,1,6,155
7,7,2022-05-14,1,0,3,2,3,5,5,1,5,4,3,4,2,6,155
7,7,2022-05-14,2,0,5,3,2,2,3,4,6,6,4,4,4,6,155
7,7,2022-05-14,4,0,5,5,4,3,5,4,6,6,5,5,3,6,155
7,7,2022-05-14,5,0,3,2,3,3,4,5,5,5,3,5,4,6,155
8,8,2022-05-21,1,0,2,1,5,4,4,3,6,4,2,6,2,6,155
8,8,2022-05-21,2,0,2,3,4,4,4,5,6,6,2,5,5,6,155
8,8,2022-05-21,3,0,2,4,4,3,5,3,5,5,3,5,6,5,155
8,8,2022-05-21,4,0,4,2,4,4,5,4,6,5,3,4,4,6,155
8,8,2022-05-21,5,0,2,2,5,3,4,5,6,4,2,5,4,6,155
9,9,2022-05-28,1,0,4,4,3,4,4,4,4,5,3,5,4,6,155
9,9,2022-05-28,2,0,2,2,3,4,4,5,6,4,3,5,5,5,155
9,9,2022-05-28,3,0,3,3,3,4,3,4,5,5,3,4,3,5,155
9,9,2022-05-28,4,0,3,2,3,4,4,5,6,6,3,5,2,5,155
9,9,2022-05-28,5,0,3,3,2,3,4,4,5,3,5,5,4,5,155
1,1,2022-04-02,1,0,4,1,4,5,6,1,6,4,1,4,5,5,157
1,1,2022-04-02,2,2,1,2,4,4,6,1,6,1,1,6,6,2,157
1,1,2022-04-02,3,2,1,1,5,5,6,1,6,1,1,6,5,3,157
1,1,2022-04-02,4,1,2,1,5,5,6,1,6,1,1,6,6,4,157
1,1,2022-04-02,5,1,1,2,5,5,6,1,6,1,1,5,6,1,157
2,2,2022-04-09,1,1,2,2,4,4,6,1,6,2,1,6,6,3,157
2,2,2022-04-09,2,1,1,2,5,5,6,1,6,2,6,6,6,3,157
2,2,2022-04-09,3,1,2,3,3,4,6,1,6,1,1,6,6,1,157
2,2,2022-04-09,4,-1,5,5,2,2,6,1,6,4,1,6,5,1,157
2,2,2022-04-09,5,-1,4,5,2,2,6,1,6,1,5,5,6,4,157
3,3,2022-04-16,1,1,1,1,4,5,6,1,6,1,1,6,6,1,157
3,3,2022-04-16,2,-2,2,3,5,2,6,1,6,1,1,6,6,1,157
3,3,2022-04-16,3,1,3,3,3,1,4,1,4,1,3,2,5,5,157
3,3,2022-04-16,4,1,1,4,4,5,5,2,2,5,3,2,5,1,157
3,3,2022-04-16,5,0,2,4,2,4,4,4,3,4,3,2,5,1,157
4,4,2022-04-23,1,-1,4,3,3,2,5,4,2,2,3,4,5,4,157
4,4,2022-04-23,2,0,3,2,4,3,4,4,1,3,5,3,3,6,157
4,4,2022-04-23,3,-1,4,4,3,3,4,5,5,3,4,5,3,4,157
4,4,2022-04-23,4,1,3,3,3,2,3,5,3,5,4,2,4,5,157
4,4,2022-04-23,5,0,4,3,2,3,2,2,4,4,5,3,5,4,157
5,5,2022-04-30,1,0,4,2,3,2,5,5,4,4,4,5,4,3,157
5,5,2022-04-30,2,1,4,4,3,4,3,4,5,4,2,4,5,3,157
5,5,2022-04-30,3,1,3,5,4,4,2,4,5,5,5,5,6,4,157
5,5,2022-04-30,4,1,4,5,3,5,2,5,2,3,5,4,3,5,157
5,5,2022-04-30,5,2,3,4,4,5,6,5,2,6,5,3,5,5,157
6,6,2022-05-07,1,1,2,4,4,5,3,3,6,4,4,5,4,5,157
6,6,2022-05-07,2,-1,3,2,3,4,6,5,3,5,5,2,5,5,157
6,6,2022-05-07,3,2,4,5,5,2,4,4,5,4,5,4,5,5,157
6,6,2022-05-07,4,1,4,3,2,3,5,3,5,1,4,3,4,5,157
6,6,2022-05-07,5,0,4,2,4,3,4,4,3,6,3,4,5,3,157
7,7,2022-05-14,2,0,2,3,4,2,2,3,5,5,5,1,5,5,157
7,7,2022-05-14,3,0,3,4,4,3,5,5,4,2,5,2,3,5,157
7,7,2022-05-14,4,0,4,2,3,4,4,4,5,3,4,5,4,4,157
7,7,2022-05-14,5,1,4,4,3,4,3,6,5,2,5,5,4,5,157
8,8,2022-05-21,1,1,3,3,4,5,3,6,6,3,3,5,4,6,157
8,8,2022-05-21,2,0,5,5,4,3,3,5,4,6,4,5,6,5,157
8,8,2022-05-21,3,0,3,3,3,4,4,4,5,3,4,5,6,2,157
8,8,2022-05-21,4,1,2,1,4,5,3,3,2,4,4,5,5,4,157
8,8,2022-05-21,5,1,2,3,4,4,3,5,4,3,4,4,5,2,157
9,9,2022-05-28,3,1,3,4,4,2,5,5,4,3,4,3,4,3,157
9,9,2022-05-28,4,1,4,3,3,4,3,4,4,4,4,2,3,4,157
9,9,2022-05-28,5,0,3,3,4,3,5,5,3,5,5,4,6,4,157
1,1,2022-04-02,1,0,1,1,5,5,6,3,5,2,2,6,5,5,159
1,1,2022-04-02,2,2,1,1,4,5,5,1,4,3,1,5,6,4,159
1,1,2022-04-02,3,0,1,1,4,5,2,3,5,4,1,6,6,4,159
1,1,2022-04-02,4,0,2,1,5,5,6,2,5,3,1,6,5,4,159
1,1,2022-04-02,5,1,1,1,5,5,6,2,4,2,1,5,6,4,159
2,2,2022-04-09,1,2,1,1,5,5,6,1,5,1,1,6,5,5,159
2,2,2022-04-09,2,1,1,1,5,5,6,1,4,3,1,5,5,4,159
2,2,2022-04-09,3,-1,2,1,4,4,6,1,1,2,2,5,5,4,159
2,2,2022-04-09,4,0,1,1,4,5,5,3,3,5,1,5,5,4,159
2,2,2022-04-09,5,1,1,1,5,5,6,2,3,2,1,6,5,2,159
3,3,2022-04-16,2,0,2,1,3,4,4,2,6,2,1,6,5,4,159
3,3,2022-04-16,3,0,1,1,4,5,5,1,4,2,1,5,5,4,159
3,3,2022-04-16,4,1,4,4,2,3,6,4,5,3,3,4,5,5,159
3,3,2022-04-16,5,-2,5,5,4,3,5,6,5,4,2,3,6,6,159
4,4,2022-04-23,1,-1,1,1,4,5,4,1,2,3,1,5,4,4,159
4,4,2022-04-23,3,0,1,1,4,5,5,1,4,3,1,5,5,3,159
4,4,2022-04-23,4,1,1,1,4,5,6,1,4,1,1,5,5,4,159
4,4,2022-04-23,5,0,2,1,4,5,5,1,5,2,2,5,5,5,159
5,5,2022-04-30,1,2,1,1,5,5,6,1,2,1,1,5,5,5,159
5,5,2022-04-30,2,1,5,3,4,3,4,5,3,5,6,5,4,5,159
5,5,2022-04-30,3,1,2,1,4,5,5,1,4,1,1,5,5,3,159
5,5,2022-04-30,4,1,1,1,5,4,5,1,2,1,1,5,5,3,159
5,5,2022-04-30,5,2,1,1,5,5,6,1,4,1,1,4,6,4,159
6,6,2022-05-07,1,1,1,1,5,4,6,2,4,1,1,5,5,5,159
6,6,2022-05-07,2,1,1,2,4,5,5,1,4,2,1,5,5,4,159
6,6,2022-05-07,3,2,1,2,5,5,5,1,5,2,1,6,5,5,159
6,6,2022-05-07,4,2,1,2,4,4,5,1,4,2,1,5,5,4,159
6,6,2022-05-07,5,2,1,1,5,5,5,1,5,2,1,6,5,5,159
7,7,2022-05-14,2,1,2,2,4,4,3,1,2,1,4,4,5,5,159
7,7,2022-05-14,3,0,1,2,3,4,5,1,5,4,1,5,5,5,159
7,7,2022-05-14,4,1,1,1,4,4,6,2,6,1,1,5,5,5,159
7,7,2022-05-14,5,0,2,4,3,2,4,1,4,4,1,4,4,5,159
8,8,2022-05-21,1,0,1,1,4,4,5,1,4,3,1,5,4,5,159
8,8,2022-05-21,4,2,1,1,5,5,5,1,6,2,1,5,6,5,159
8,8,2022-05-21,5,1,1,1,5,5,6,1,5,2,1,6,2,5,159
9,9,2022-05-28,1,1,2,1,5,5,6,1,4,1,1,5,5,4,159
9,9,2022-05-28,2,1,1,1,5,5,5,1,4,1,1,5,5,3,159
9,9,2022-05-28,3,2,1,1,4,5,5,1,3,1,1,5,5,4,159
9,9,2022-05-28,4,0,1,1,4,5,5,1,4,2,1,5,5,4,159
9,9,2022-05-28,5,2,1,1,5,5,6,1,4,1,1,5,6,4,159
1,1,2022-04-02,1,1,2,3,3,4,4,4,6,4,3,4,3,6,161
1,1,2022-04-02,2,0,3,3,1,2,4,4,6,4,4,4,3,5,161
1,1,2022-04-02,3,0,1,2,4,4,4,3,6,3,3,4,4,5,161
1,1,2022-04-02,4,2,1,1,5,5,4,3,6,3,2,5,4,6,161
1,1,2022-04-02,5,2,1,1,5,5,4,3,6,3,2,4,5,6,161
2,2,2022-04-09,1,2,1,1,5,5,5,1,6,3,2,5,4,6,161
2,2,2022-04-09,2,2,1,1,5,5,6,1,6,2,3,5,4,6,161
2,2,2022-04-09,3,2,1,1,5,5,5,2,6,2,2,6,5,6,161
2,2,2022-04-09,4,0,2,3,4,3,3,3,6,3,4,5,4,4,161
2,2,2022-04-09,5,0,3,3,3,3,3,4,6,3,4,3,4,5,161
3,3,2022-04-16,2,-1,3,4,1,2,3,6,6,4,4,4,2,4,161
3,3,2022-04-16,3,-1,4,5,2,1,3,5,6,3,5,4,3,6,161
3,3,2022-04-16,4,0,3,4,2,2,3,4,6,4,4,3,5,4,161
3,3,2022-04-16,5,1,1,2,4,3,4,3,6,3,3,4,4,4,161
4,4,2022-04-23,1,2,2,1,5,5,6,2,6,3,1,6,6,6,161
4,4,2022-04-23,2,2,2,2,3,4,5,4,6,3,4,5,5,6,161
4,4,2022-04-23,3,0,2,3,3,3,3,4,4,4,5,4,3,4,161
4,4,2022-04-23,4,2,3,2,3,4,3,4,6,4,4,4,5,6,161
4,4,2022-04-23,5,0,3,4,2,2,3,6,6,5,5,3,3,4,161
5,5,2022-04-30,1,2,1,1,5,5,4,2,4,2,3,5,4,6,161
5,5,2022-04-30,2,2,1,2,5,5,5,3,6,3,3,4,6,6,161
5,5,2022-04-30,4,0,1,1,5,1,6,6,6,1,1,2,6,4,161
5,5,2022-04-30,5,-2,2,4,3,4,3,2,2,1,1,4,6,5,161
6,6,2022-05-07,1,0,2,3,2,3,4,3,6,3,3,5,4,4,161
6,6,2022-05-07,2,1,2,2,3,3,4,4,6,4,4,4,4,5,161
6,6,2022-05-07,3,-1,4,4,2,2,3,6,6,4,4,3,2,5,161
6,6,2022-05-07,4,-2,4,4,2,1,2,6,6,6,6,1,1,6,161
6,6,2022-05-07,5,0,5,4,1,2,2,6,6,6,6,2,1,6,161
7,7,2022-05-14,1,-1,2,2,4,5,5,5,6,4,4,3,5,6,161
7,7,2022-05-14,2,1,3,3,4,4,4,3,6,3,3,4,5,4,161
7,7,2022-05-14,3,0,2,2,4,4,4,3,6,3,5,5,4,5,161
7,7,2022-05-14,4,1,2,2,3,3,3,3,6,3,3,4,3,4,161
7,7,2022-05-14,5,0,3,3,3,3,4,2,4,4,4,3,3,4,161
8,8,2022-05-21,1,2,2,2,4,4,4,3,6,3,3,5,4,5,161
8,8,2022-05-21,2,2,2,2,4,4,5,3,6,3,3,4,5,5,161
8,8,2022-05-21,3,2,1,2,4,3,5,4,6,2,4,4,3,5,161
8,8,2022-05-21,4,2,2,2,4,4,4,3,6,3,3,4,4,5,161
8,8,2022-05-21,5,1,2,1,4,4,4,3,6,3,3,4,4,5,161
9,9,2022-05-28,1,1,2,3,3,4,3,4,6,4,4,4,3,6,161
9,9,2022-05-28,3,0,3,3,3,3,3,5,6,4,5,4,3,6,161
9,9,2022-05-28,4,0,2,3,3,2,3,5,6,5,4,3,3,4,161
9,9,2022-05-28,5,0,2,2,3,4,4,4,6,4,4,4,3,4,161
1,1,2022-04-02,1,2,1,1,5,5,6,1,6,2,2,5,5,5,162
1,1,2022-04-02,2,2,1,1,5,5,6,1,6,2,1,5,5,5,162
1,1,2022-04-02,3,2,1,1,5,5,6,1,6,2,1,6,6,2,162
1,1,2022-04-02,4,2,1,1,5,5,6,2,6,2,1,5,5,2,162
1,1,2022-04-02,5,2,1,1,5,5,6,1,6,2,1,6,5,2,162
2,2,2022-04-09,1,1,2,2,5,2,6,1,6,2,2,6,6,2,162
2,2,2022-04-09,2,2,2,1,5,5,6,1,6,1,1,6,6,2,162
2,2,2022-04-09,3,2,1,1,5,5,6,1,6,1,1,6,6,1,162
2,2,2022-04-09,4,1,1,1,5,5,6,1,6,2,1,6,6,1,162
2,2,2022-04-09,5,2,1,1,5,5,6,1,2,2,1,5,5,2,162
3,3,2022-04-16,1,2,1,1,5,5,6,1,6,2,2,6,6,1,162
3,3,2022-04-16,2,2,1,1,5,5,6,2,6,5,1,6,6,2,162
3,3,2022-04-16,3,2,1,1,5,5,6,1,6,1,1,6,6,1,162
3,3,2022-04-16,4,2,1,1,5,5,6,1,6,1,1,6,6,1,162
3,3,2022-04-16,5,2,1,1,5,5,6,1,6,2,1,6,6,2,162
4,4,2022-04-23,1,2,2,2,5,4,6,2,6,1,1,6,6,1,162
4,4,2022-04-23,2,2,1,1,5,5,6,1,6,2,1,6,6,1,162
4,4,2022-04-23,3,2,2,1,5,5,6,1,6,1,1,6,6,1,162
4,4,2022-04-23,4,2,1,1,5,5,6,1,6,2,1,6,6,1,162
5,5,2022-04-30,1,2,1,1,5,5,6,1,6,1,1,6,5,2,162
5,5,2022-04-30,2,2,1,1,5,5,6,1,6,2,1,5,6,2,162
5,5,2022-04-30,3,2,1,1,5,5,5,2,6,3,1,5,6,1,162
5,5,2022-04-30,4,1,2,2,5,4,5,1,6,2,1,6,6,2,162
5,5,2022-04-30,5,2,1,2,5,5,5,1,6,2,1,6,6,2,162
6,6,2022-05-07,1,2,1,1,5,5,5,1,6,2,1,5,5,2,162
6,6,2022-05-07,2,2,1,1,5,5,5,1,6,2,1,5,5,2,162
6,6,2022-05-07,3,2,1,1,5,5,5,1,6,2,1,5,5,2,162
6,6,2022-05-07,4,2,1,1,5,5,5,1,6,3,1,5,5,2,162
6,6,2022-05-07,5,2,1,1,5,5,5,2,6,2,1,5,5,3,162
7,7,2022-05-14,2,2,1,1,5,5,5,1,6,2,1,5,5,2,162
7,7,2022-05-14,3,2,1,1,5,5,5,1,6,3,1,5,5,2,162
7,7,2022-05-14,4,2,1,1,5,5,5,1,6,2,1,5,5,2,162
7,7,2022-05-14,5,2,1,1,5,5,5,1,6,2,1,5,5,2,162
8,8,2022-05-21,1,1,1,1,5,5,5,2,6,2,2,5,5,2,162
8,8,2022-05-21,2,1,1,1,5,5,5,1,6,2,1,5,5,2,162
8,8,2022-05-21,3,1,1,1,5,5,5,2,6,2,1,5,5,2,162
8,8,2022-05-21,4,2,1,1,5,5,5,1,6,1,1,5,5,2,162
8,8,2022-05-21,5,2,1,1,5,5,5,2,6,2,1,5,5,2,162
9,9,2022-05-28,2,2,1,1,5,5,5,1,6,3,1,5,5,2,162
9,9,2022-05-28,3,2,1,1,5,5,5,2,6,3,1,5,5,2,162
9,9,2022-05-28,4,1,1,1,5,5,5,1,6,2,1,5,5,2,162
9,9,2022-05-28,5,2,1,1,5,5,5,1,6,2,1,5,5,2,162
1,1,2022-04-02,1,1,1,5,1,1,1,5,4,5,5,2,2,3,163
1,1,2022-04-02,2,0,1,2,1,1,2,5,5,4,4,3,2,4,163
1,1,2022-04-02,3,0,3,3,1,1,2,5,4,4,4,3,2,5,163
1,1,2022-04-02,4,-1,4,5,1,1,1,5,4,5,5,2,1,5,163
1,1,2022-04-02,5,-2,3,5,1,1,1,6,4,5,5,1,1,6,163
2,2,2022-04-09,1,0,3,2,1,1,3,5,4,4,5,3,2,5,163
2,2,2022-04-09,2,0,2,4,1,1,2,5,5,5,5,4,2,5,163
2,2,2022-04-09,3,-2,4,5,1,1,1,6,5,5,5,1,1,6,163
9,3,2022-05-28,1,0,1,3,1,1,3,4,5,4,4,3,4,5,163
9,3,2022-05-28,2,0,2,3,1,1,3,4,5,5,4,3,3,5,163
9,3,2022-05-28,3,2,2,2,4,3,2,4,5,5,4,2,2,5,163
9,3,2022-05-28,4,0,2,2,1,1,2,4,4,5,4,3,3,5,163
1,1,2022-04-02,1,2,2,2,4,4,5,4,6,3,4,4,5,6,164
1,1,2022-04-02,2,0,4,2,4,4,5,4,4,3,3,4,5,6,164
1,1,2022-04-02,3,2,3,1,4,4,5,2,5,5,2,5,4,5,164
1,1,2022-04-02,4,0,3,2,3,3,5,2,5,5,2,4,5,6,164
1,1,2022-04-02,5,2,1,2,5,5,5,2,5,3,2,5,5,5,164
2,2,2022-04-09,1,0,2,2,4,4,5,2,5,4,1,5,5,5,164
2,2,2022-04-09,2,1,2,1,4,4,5,1,5,3,2,5,5,5,164
2,2,2022-04-09,5,1,3,1,4,4,5,1,5,2,1,5,5,6,164
3,3,2022-04-16,1,2,2,2,4,4,5,2,5,2,2,4,5,5,164
3,3,2022-04-16,2,2,2,2,4,4,5,1,5,2,2,5,5,5,164
3,3,2022-04-16,3,1,2,1,4,4,5,2,5,2,2,5,5,5,164
3,3,2022-04-16,4,1,3,2,4,4,5,2,5,2,2,5,5,5,164
3,3,2022-04-16,5,1,2,2,4,4,5,1,5,2,2,5,5,5,164
4,4,2022-04-23,2,0,2,2,4,4,5,2,5,2,1,5,5,5,164
4,4,2022-04-23,3,1,2,3,4,4,5,2,5,2,2,5,5,5,164
4,4,2022-04-23,4,1,2,2,4,4,5,2,5,2,2,5,5,5,164
4,4,2022-04-23,5,1,2,2,4,4,5,2,5,2,2,5,5,5,164
5,5,2022-04-30,1,0,3,2,4,4,5,2,5,2,2,5,5,6,164
5,5,2022-04-30,5,2,2,2,5,5,5,2,5,2,2,5,5,5,164
6,6,2022-05-07,2,-1,3,3,3,3,5,2,5,5,2,5,5,5,164
6,6,2022-05-07,3,1,2,2,4,4,5,2,5,5,2,5,5,5,164
6,6,2022-05-07,4,1,2,2,4,4,5,2,5,2,2,5,5,5,164
6,6,2022-05-07,5,1,2,2,4,4,5,2,5,2,2,5,5,5,164
7,7,2022-05-14,1,-1,3,2,3,3,5,2,5,2,2,5,5,5,164
7,7,2022-05-14,2,1,2,2,4,4,5,2,5,5,2,5,5,5,164
7,7,2022-05-14,3,1,2,3,4,4,5,2,2,2,2,5,5,5,164
7,7,2022-05-14,5,1,2,2,4,4,5,2,5,2,2,5,5,5,164
8,8,2022-05-21,2,1,2,2,4,4,5,2,5,2,2,5,5,5,164
8,8,2022-05-21,3,2,2,2,4,4,5,2,5,2,2,5,5,5,164
8,8,2022-05-21,5,1,2,2,4,4,5,2,5,2,5,5,5,5,164
9,9,2022-05-28,1,1,2,2,4,4,5,2,5,5,2,5,5,5,164
9,9,2022-05-28,2,1,2,2,4,4,5,2,5,2,2,5,5,5,164
9,9,2022-05-28,3,1,2,2,4,4,5,2,5,2,2,5,5,5,164
9,9,2022-05-28,5,1,2,2,4,4,5,2,5,2,2,5,5,5,164
2,1,2022-04-09,1,1,3,2,3,3,4,3,6,4,3,4,4,3,165
2,1,2022-04-09,2,1,2,2,3,3,4,2,6,5,3,4,4,4,165
2,1,2022-04-09,3,1,3,3,3,3,4,2,6,5,3,4,3,4,165
2,1,2022-04-09,4,0,2,2,2,3,5,2,6,5,3,5,4,4,165
2,1,2022-04-09,5,0,2,2,2,3,5,2,6,5,3,5,4,3,165
3,2,2022-04-16,1,-1,2,2,2,3,4,2,6,5,2,5,5,3,165
3,2,2022-04-16,2,-2,4,4,2,2,2,4,5,5,5,4,2,5,165
3,2,2022-04-16,4,1,3,3,2,2,4,4,6,5,5,4,3,5,165
3,2,2022-04-16,5,1,2,2,3,3,3,4,5,5,4,4,3,4,165
4,3,2022-04-23,2,1,2,2,4,4,5,2,6,5,4,4,5,4,165
4,3,2022-04-23,3,0,2,2,4,4,5,3,6,5,3,5,5,4,165
4,3,2022-04-23,4,1,2,2,3,4,4,3,6,6,4,4,3,5,165
6,4,2022-05-07,5,2,2,2,4,4,5,3,6,5,2,5,4,5,165
9,5,2022-05-28,1,2,2,2,3,4,5,4,6,5,4,4,4,5,165
9,5,2022-05-28,2,0,2,2,3,3,4,3,6,5,3,5,4,5,165
9,5,2022-05-28,3,2,2,2,3,3,4,3,6,6,4,5,4,5,165
9,5,2022-05-28,4,0,2,3,3,2,3,3,6,6,4,4,3,5,165
9,5,2022-05-28,5,1,2,2,3,3,4,3,6,6,4,5,4,5,165
2,1,2022-04-09,1,0,5,5,4,2,5,5,5,2,2,3,4,5,166
2,1,2022-04-09,2,1,2,3,4,3,5,2,6,3,2,5,5,4,166
2,1,2022-04-09,3,-1,3,4,4,2,5,3,4,2,2,5,4,5,166
2,1,2022-04-09,4,-1,2,4,4,2,5,3,5,2,2,4,5,5,166
2,1,2022-04-09,5,-1,2,2,4,3,5,3,5,2,2,4,5,4,166
3,2,2022-04-16,1,0,3,3,3,3,4,3,5,2,2,5,4,5,166
3,2,2022-04-16,2,1,2,2,4,4,5,2,5,2,2,5,5,4,166
3,2,2022-04-16,3,1,2,3,4,4,5,2,5,2,3,5,5,5,166
3,2,2022-04-16,4,2,2,2,4,4,5,2,5,2,2,5,5,5,166
3,2,2022-04-16,5,1,2,2,4,4,5,2,5,2,2,5,5,5,166
4,3,2022-04-23,1,0,2,3,2,3,5,2,5,4,4,4,5,4,166
4,3,2022-04-23,2,0,2,2,3,2,5,2,5,2,2,5,4,4,166
4,3,2022-04-23,3,1,3,3,4,3,4,3,5,2,3,5,4,5,166
4,3,2022-04-23,4,1,2,2,3,3,4,2,5,3,2,4,4,5,166
4,3,2022-04-23,5,1,2,2,3,4,5,2,5,2,2,5,3,4,166
5,4,2022-04-30,1,1,2,1,4,4,5,2,5,2,2,5,5,5,166
5,4,2022-04-30,2,1,2,2,4,4,5,2,5,2,2,5,5,5,166
5,4,2022-04-30,3,0,2,2,4,3,5,2,5,2,2,5,5,5,166
5,4,2022-04-30,4,1,2,2,4,4,5,2,5,2,2,5,5,5,166
5,4,2022-04-30,5,1,2,2,4,4,5,2,5,2,2,5,5,5,166
6,5,2022-05-07,1,0,2,2,4,5,5,2,5,2,2,5,5,5,166
6,5,2022-05-07,2,1,2,2,4,4,5,2,5,2,2,5,5,5,166
6,5,2022-05-07,3,1,2,2,4,4,5,2,5,2,2,5,5,5,166
6,5,2022-05-07,4,1,2,2,4,4,5,2,5,2,2,5,5,5,166
6,5,2022-05-07,5,1,2,2,4,4,5,2,5,2,2,5,5,5,166
7,6,2022-05-14,1,1,2,2,4,4,4,2,5,3,3,4,5,5,166
7,6,2022-05-14,2,1,2,2,4,4,5,3,5,3,3,4,4,4,166
7,6,2022-05-14,3,1,2,2,4,4,4,2,5,2,2,5,5,4,166
7,6,2022-05-14,4,-2,2,2,4,4,2,4,1,5,4,2,3,6,166
7,6,2022-05-14,5,1,2,2,4,4,5,2,5,2,2,4,5,2,166
8,7,2022-05-21,1,1,2,2,4,4,5,2,5,2,2,5,5,5,166
8,7,2022-05-21,2,1,2,2,4,4,5,2,5,2,2,5,5,5,166
8,7,2022-05-21,4,1,2,2,4,4,5,2,5,2,2,5,5,5,166
8,7,2022-05-21,5,2,2,2,4,4,5,2,5,2,2,5,5,5,166
9,8,2022-05-28,1,2,2,2,4,4,5,2,5,2,2,5,5,5,166
9,8,2022-05-28,2,1,2,2,4,4,5,2,5,2,2,5,5,5,166
9,8,2022-05-28,3,1,2,2,4,4,5,5,5,2,2,5,5,2,166
9,8,2022-05-28,4,0,2,2,4,4,4,3,5,3,3,4,4,4,166
9,8,2022-05-28,5,1,2,2,4,4,5,2,5,5,2,5,5,5,166
10,9,2022-06-04,1,0,3,3,3,4,4,3,5,2,3,4,4,3,166
10,9,2022-06-04,2,0,3,2,3,3,4,3,4,2,3,4,4,4,166
10,9,2022-06-04,3,1,2,2,3,3,4,3,5,4,2,4,4,4,166
10,9,2022-06-04,4,1,3,3,3,3,4,3,5,3,4,4,4,4,166
10,9,2022-06-04,5,1,1,1,3,4,4,4,6,5,4,5,5,5,166
