id,group,passive_count,word_count,I_liwc,I_c,wc_c
hucgio,dep,0,113,10,-6.49378596087457,-57.2359033371692
hucfjv,dep,3,263,0,-16.4937859608746,92.7640966628308
huce1f,dep,1,156,21,4.50621403912543,-14.2359033371692
hucbs9,dep,2,164,19,2.50621403912543,-6.23590333716916
hucbr6,dep,1,173,17,0.506214039125432,2.76409666283084
huc6x2,dep,0,29,6,-10.4937859608746,-141.235903337169
huc6fa,dep,1,259,26,9.50621403912543,88.7640966628308
hubyns,dep,9,430,55,38.5062140391254,259.764096662831
hubwwo,dep,0,197,22,5.50621403912543,26.7640966628308
hubwug,dep,1,164,16,-0.493785960874568,-6.23590333716916
hubtl5,dep,0,148,25,8.50621403912543,-22.2359033371692
hubsl3,dep,0,99,13,-3.49378596087457,-71.2359033371692
hubs8x,dep,0,55,7,-9.49378596087457,-115.235903337169
hubrpi,dep,8,394,48,31.5062140391254,223.764096662831
hubr66,dep,1,165,16,-0.493785960874568,-5.23590333716916
hubp54,dep,2,357,48,31.5062140391254,186.764096662831
hubnbl,dep,0,57,4,-12.4937859608746,-113.235903337169
hubl5k,dep,2,232,21,4.50621403912543,61.7640966628308
hubkll,dep,1,66,5,-11.4937859608746,-104.235903337169
hubjaj,dep,1,158,15,-1.49378596087457,-12.2359033371692
hubh6k,dep,2,126,16,-0.493785960874568,-44.2359033371692
hubf3w,dep,3,623,107,90.5062140391254,452.764096662831
hubejs,dep,0,49,10,-6.49378596087457,-121.235903337169
hubdsf,dep,0,39,1,-15.4937859608746,-131.235903337169
hubdch,dep,0,65,5,-11.4937859608746,-105.235903337169
hubcyp,dep,2,357,43,26.5062140391254,186.764096662831
hubbcb,dep,5,851,84,67.5062140391254,680.764096662831
hub9mt,dep,0,140,15,-1.49378596087457,-30.2359033371692
hub81c,dep,3,142,13,-3.49378596087457,-28.2359033371692
hub3if,dep,2,81,10,-6.49378596087457,-89.2359033371692
hub2g9,dep,7,1306,104,87.5062140391255,1135.76409666283
huazdz,dep,0,132,13,-3.49378596087457,-38.2359033371692
huawjw,dep,9,724,83,66.5062140391254,553.764096662831
huat40,dep,1,47,4,-12.4937859608746,-123.235903337169
huat1l,dep,1,285,19,2.50621403912543,114.764096662831
huar7b,dep,2,509,79,62.5062140391254,338.764096662831
huaqwf,dep,0,111,15,-1.49378596087457,-59.2359033371692
huanz1,dep,0,18,3,-13.4937859608746,-152.235903337169
huanpz,dep,1,90,9,-7.49378596087457,-80.2359033371692
hualkb,dep,1,467,71,54.5062140391254,296.764096662831
huakvr,dep,7,372,27,10.5062140391254,201.764096662831
huakbr,dep,1,178,31,14.5062140391254,7.76409666283084
huaifb,dep,1,150,15,-1.49378596087457,-20.2359033371692
huagg0,dep,2,152,20,3.50621403912543,-18.2359033371692
huafxx,dep,0,44,5,-11.4937859608746,-126.235903337169
huafu6,dep,0,112,21,4.50621403912543,-58.2359033371692
huafla,dep,2,729,80,63.5062140391254,558.764096662831
huadn4,dep,1,17,2,-14.4937859608746,-153.235903337169
huac68,dep,1,114,7,-9.49378596087457,-56.2359033371692
hua7h4,dep,0,136,10,-6.49378596087457,-34.2359033371692
hua5ku,dep,1,173,29,12.5062140391254,2.76409666283084
hua3nr,dep,0,7,2,-14.4937859608746,-163.235903337169
hua12e,dep,1,59,6,-10.4937859608746,-111.235903337169
hu9zcv,dep,0,33,4,-12.4937859608746,-137.235903337169
hu9xdb,dep,1,412,46,29.5062140391254,241.764096662831
hu9paz,dep,0,64,2,-14.4937859608746,-106.235903337169
hu9ofm,dep,0,8,1,-15.4937859608746,-162.235903337169
hu9oby,dep,0,34,4,-12.4937859608746,-136.235903337169
hu9n1q,dep,1,126,16,-0.493785960874568,-44.2359033371692
hu9kzp,dep,1,529,56,39.5062140391254,358.764096662831
hu9klo,dep,4,427,57,40.5062140391254,256.764096662831
hu9ka5,dep,2,210,34,17.5062140391254,39.7640966628308
hu9k8m,dep,2,353,19,2.50621403912543,182.764096662831
hu9duq,dep,0,115,18,1.50621403912543,-55.2359033371692
hu9dtr,dep,1,121,16,-0.493785960874568,-49.2359033371692
hu9a7q,dep,0,66,5,-11.4937859608746,-104.235903337169
hu91ey,dep,3,363,43,26.5062140391254,192.764096662831
hu8ukd,dep,1,389,42,25.5062140391254,218.764096662831
hu8tij,dep,4,1031,89,72.5062140391254,860.764096662831
hu8rmj,dep,1,100,11,-5.49378596087457,-70.2359033371692
hu8pnw,dep,1,281,22,5.50621403912543,110.764096662831
hu8ojm,dep,1,98,6,-10.4937859608746,-72.2359033371692
hu8nq6,dep,1,124,10,-6.49378596087457,-46.2359033371692
hu8loc,dep,1,148,21,4.50621403912543,-22.2359033371692
hu8k85,dep,0,30,6,-10.4937859608746,-140.235903337169
hu8jlc,dep,0,21,0,-16.4937859608746,-149.235903337169
hu8gqe,dep,1,340,50,33.5062140391254,169.764096662831
hu8g0m,dep,0,54,6,-10.4937859608746,-116.235903337169
hu8c27,dep,4,336,26,9.50621403912543,165.764096662831
hu8bo4,dep,1,156,18,1.50621403912543,-14.2359033371692
hu860i,dep,0,30,2,-14.4937859608746,-140.235903337169
hu81y1,dep,0,78,9,-7.49378596087457,-92.2359033371692
hu7zxc,dep,2,873,76,59.5062140391254,702.764096662831
hu7zvr,dep,1,46,5,-11.4937859608746,-124.235903337169
hu7wor,dep,3,485,61,44.5062140391254,314.764096662831
hu7wix,dep,2,256,30,13.5062140391254,85.7640966628308
hu7vbt,dep,0,66,13,-3.49378596087457,-104.235903337169
hu7owr,dep,0,62,8,-8.49378596087457,-108.235903337169
hu7nzn,dep,1,24,4,-12.4937859608746,-146.235903337169
hu7n7a,dep,1,673,66,49.5062140391254,502.764096662831
hu7n60,dep,2,184,20,3.50621403912543,13.7640966628308
hu7mmw,dep,3,95,16,-0.493785960874568,-75.2359033371692
hu7mig,dep,1,141,15,-1.49378596087457,-29.2359033371692
hu7m00,dep,2,399,53,36.5062140391254,228.764096662831
hu7hnu,dep,0,47,5,-11.4937859608746,-123.235903337169
hu7gfo,dep,0,36,3,-13.4937859608746,-134.235903337169
hu7amw,dep,0,195,29,12.5062140391254,24.7640966628308
hu79v6,dep,0,147,16,-0.493785960874568,-23.2359033371692
hu74v3,dep,1,76,12,-4.49378596087457,-94.2359033371692
hu727l,dep,3,756,87,70.5062140391254,585.764096662831
hu70b7,dep,0,46,2,-14.4937859608746,-124.235903337169
hu6xtk,dep,0,35,2,-14.4937859608746,-135.235903337169
hu6t16,dep,1,156,15,-1.49378596087457,-14.2359033371692
hu6rib,dep,4,762,88,71.5062140391254,591.764096662831
hu6pyv,dep,2,60,4,-12.4937859608746,-110.235903337169
hu6m8f,dep,8,1064,145,128.506214039125,893.764096662831
hu6idy,dep,0,121,20,3.50621403912543,-49.2359033371692
hu6g8o,dep,0,69,5,-11.4937859608746,-101.235903337169
hu6g19,dep,0,245,26,9.50621403912543,74.7640966628308
hu6f1y,dep,0,34,2,-14.4937859608746,-136.235903337169
hu6c7w,dep,0,15,0,-16.4937859608746,-155.235903337169
hu64qh,dep,1,574,75,58.5062140391254,403.764096662831
hu64mi,dep,5,957,107,90.5062140391254,786.764096662831
hu60sa,dep,0,87,12,-4.49378596087457,-83.2359033371692
hu60qo,dep,1,306,29,12.5062140391254,135.764096662831
hu5zro,dep,2,234,26,9.50621403912543,63.7640966628308
hu5xl4,dep,0,78,9,-7.49378596087457,-92.2359033371692
hu5vaj,dep,0,117,13,-3.49378596087457,-53.2359033371692
hu5u9p,dep,0,38,1,-15.4937859608746,-132.235903337169
hu5tt4,dep,0,377,45,28.5062140391254,206.764096662831
hu5tl9,dep,0,108,14,-2.49378596087457,-62.2359033371692
hu5ssw,dep,3,720,66,49.5062140391254,549.764096662831
hu5mpv,dep,2,126,9,-7.49378596087457,-44.2359033371692
hu5lxf,dep,0,121,13,-3.49378596087457,-49.2359033371692
hu5fdk,dep,2,162,18,1.50621403912543,-8.23590333716916
hu5etn,dep,3,270,34,17.5062140391254,99.7640966628308
hu5c5y,dep,0,138,19,2.50621403912543,-32.2359033371692
hu5bto,dep,0,273,29,12.5062140391254,102.764096662831
hu59i0,dep,1,203,29,12.5062140391254,32.7640966628308
hu58cl,dep,1,170,14,-2.49378596087457,-0.235903337169162
hu578y,dep,1,129,13,-3.49378596087457,-41.2359033371692
hu56fx,dep,1,147,20,3.50621403912543,-23.2359033371692
hu5497,dep,0,91,5,-11.4937859608746,-79.2359033371692
hu52cl,dep,0,41,1,-15.4937859608746,-129.235903337169
hu51la,dep,2,177,17,0.506214039125432,6.76409666283084
hu4y9l,dep,1,321,28,11.5062140391254,150.764096662831
hu4w9n,dep,1,103,13,-3.49378596087457,-67.2359033371692
hu4ui4,dep,0,96,15,-1.49378596087457,-74.2359033371692
hu4t9u,dep,1,67,6,-10.4937859608746,-103.235903337169
hu4t3l,dep,6,243,29,12.5062140391254,72.7640966628308
hu4oys,dep,0,103,13,-3.49378596087457,-67.2359033371692
hu4nca,dep,0,22,3,-13.4937859608746,-148.235903337169
hu4mxb,dep,0,142,22,5.50621403912543,-28.2359033371692
hu4mmg,dep,1,378,35,18.5062140391254,207.764096662831
hu4hy2,dep,14,1229,82,65.5062140391254,1058.76409666283
hu4hny,dep,1,116,15,-1.49378596087457,-54.2359033371692
hu4fev,dep,0,122,10,-6.49378596087457,-48.2359033371692
hu4d5w,dep,0,32,4,-12.4937859608746,-138.235903337169
hu4c7a,dep,1,94,4,-12.4937859608746,-76.2359033371692
hu4b85,dep,1,226,21,4.50621403912543,55.7640966628308
hu4b2m,dep,1,52,7,-9.49378596087457,-118.235903337169
hu49ap,dep,2,122,13,-3.49378596087457,-48.2359033371692
hu46eh,dep,1,129,18,1.50621403912543,-41.2359033371692
hu464n,dep,1,87,8,-8.49378596087457,-83.2359033371692
hu44fx,dep,2,286,32,15.5062140391254,115.764096662831
hu3yd0,dep,0,56,9,-7.49378596087457,-114.235903337169
hu3uv6,dep,0,411,46,29.5062140391254,240.764096662831
hu3t1y,dep,0,99,13,-3.49378596087457,-71.2359033371692
hu3r7e,dep,0,35,2,-14.4937859608746,-135.235903337169
hu3qfp,dep,1,443,50,33.5062140391254,272.764096662831
hu3ovk,dep,1,38,5,-11.4937859608746,-132.235903337169
hu3o38,dep,5,489,67,50.5062140391254,318.764096662831
hu3k0b,dep,1,44,3,-13.4937859608746,-126.235903337169
hu3i21,dep,4,366,48,31.5062140391254,195.764096662831
hu3i1d,dep,1,124,12,-4.49378596087457,-46.2359033371692
hu3hyh,dep,0,106,5,-11.4937859608746,-64.2359033371692
hu3er8,dep,0,52,10,-6.49378596087457,-118.235903337169
hu3dw9,dep,0,107,21,4.50621403912543,-63.2359033371692
hu3d6a,dep,1,266,29,12.5062140391254,95.7640966628308
hu3aln,dep,1,123,12,-4.49378596087457,-47.2359033371692
hu39tb,dep,1,431,28,11.5062140391254,260.764096662831
hu39ds,dep,0,125,10,-6.49378596087457,-45.2359033371692
hu396o,dep,0,70,7,-9.49378596087457,-100.235903337169
hu37w8,dep,0,47,6,-10.4937859608746,-123.235903337169
hu34kn,dep,0,80,8,-8.49378596087457,-90.2359033371692
hu2zry,dep,3,300,39,22.5062140391254,129.764096662831
hu2uq0,dep,0,19,3,-13.4937859608746,-151.235903337169
hu2out,dep,4,154,17,0.506214039125432,-16.2359033371692
hu2nbz,dep,0,66,7,-9.49378596087457,-104.235903337169
hu2lk1,dep,0,40,5,-11.4937859608746,-130.235903337169
hu2kdq,dep,0,45,6,-10.4937859608746,-125.235903337169
hu2jq9,dep,2,181,13,-3.49378596087457,10.7640966628308
hu2d11,dep,1,72,15,-1.49378596087457,-98.2359033371692
hu2cm5,dep,0,81,9,-7.49378596087457,-89.2359033371692
hu2af5,dep,0,12,1,-15.4937859608746,-158.235903337169
hu26ye,dep,0,187,10,-6.49378596087457,16.7640966628308
hu224s,dep,0,201,19,2.50621403912543,30.7640966628308
hu1z7m,dep,1,290,29,12.5062140391254,119.764096662831
hu1wpi,dep,0,118,19,2.50621403912543,-52.2359033371692
hu1ud9,dep,1,108,12,-4.49378596087457,-62.2359033371692
hu1tm6,dep,0,142,13,-3.49378596087457,-28.2359033371692
hu1tb0,dep,1,267,13,-3.49378596087457,96.7640966628309
hu1pa9,dep,0,146,17,0.506214039125432,-24.2359033371692
hu1nvf,dep,3,212,32,15.5062140391254,41.7640966628308
hu1n90,dep,3,717,72,55.5062140391254,546.764096662831
hu1mdg,dep,1,70,12,-4.49378596087457,-100.235903337169
hu1m9s,dep,2,68,10,-6.49378596087457,-102.235903337169
hu1fov,dep,1,168,14,-2.49378596087457,-2.23590333716916
hu1f7m,dep,1,796,109,92.5062140391254,625.764096662831
hu1di2,dep,0,119,15,-1.49378596087457,-51.2359033371692
hu1bv5,dep,1,113,11,-5.49378596087457,-57.2359033371692
hu13rk,dep,4,315,45,28.5062140391254,144.764096662831
hu0wg3,dep,4,290,32,15.5062140391254,119.764096662831
hu0t19,dep,1,311,20,3.50621403912543,140.764096662831
hu0lu2,dep,0,14,2,-14.4937859608746,-156.235903337169
hu0kg2,dep,0,138,14,-2.49378596087457,-32.2359033371692
hu0e15,dep,1,26,2,-14.4937859608746,-144.235903337169
hu0d2s,dep,0,397,38,21.5062140391254,226.764096662831
hu0cms,dep,2,67,5,-11.4937859608746,-103.235903337169
hu08yi,dep,0,14,2,-14.4937859608746,-156.235903337169
hu07zs,dep,1,17,2,-14.4937859608746,-153.235903337169
hu02gy,dep,1,137,20,3.50621403912543,-33.2359033371692
htzxex,dep,0,79,4,-12.4937859608746,-91.2359033371692
htzw4h,dep,5,1514,173,156.506214039125,1343.76409666283
htztla,dep,1,311,21,4.50621403912543,140.764096662831
htzrv3,dep,1,298,39,22.5062140391254,127.764096662831
htzpnx,dep,4,831,63,46.5062140391254,660.764096662831
htzlcf,dep,3,105,17,0.506214039125432,-65.2359033371692
htzknn,dep,1,76,6,-10.4937859608746,-94.2359033371692
htzk4i,dep,0,27,2,-14.4937859608746,-143.235903337169
htzhr4,dep,1,335,40,23.5062140391254,164.764096662831
htzds2,dep,3,139,23,6.50621403912543,-31.2359033371692
htzdc1,dep,0,217,14,-2.49378596087457,46.7640966628308
htzbqt,dep,2,433,57,40.5062140391254,262.764096662831
htza59,dep,0,151,21,4.50621403912543,-19.2359033371692
htza4z,dep,1,252,28,11.5062140391254,81.7640966628308
htz5yx,dep,1,305,25,8.50621403912543,134.764096662831
htz3z9,dep,0,59,9,-7.49378596087457,-111.235903337169
htyvym,dep,1,136,24,7.50621403912543,-34.2359033371692
htyhr0,dep,0,24,2,-14.4937859608746,-146.235903337169
htyf58,dep,0,484,71,54.5062140391254,313.764096662831
htyen8,dep,1,79,7,-9.49378596087457,-91.2359033371692
htyd2k,dep,0,111,8,-8.49378596087457,-59.2359033371692
htybrp,dep,5,635,56,39.5062140391254,464.764096662831
hty6sp,dep,1,638,32,15.5062140391254,467.764096662831
hty4sq,dep,2,256,31,14.5062140391254,85.7640966628308
hty3vg,dep,12,1322,147,130.506214039125,1151.76409666283
htxzs1,dep,1,72,1,-15.4937859608746,-98.2359033371692
htxuxj,dep,0,242,18,1.50621403912543,71.7640966628308
htxu8a,dep,1,222,20,3.50621403912543,51.7640966628308
htxmxw,dep,0,2,0,-16.4937859608746,-168.235903337169
htxlho,dep,0,146,21,4.50621403912543,-24.2359033371692
htxlc3,dep,6,368,31,14.5062140391254,197.764096662831
htxk0k,dep,0,25,1,-15.4937859608746,-145.235903337169
htxfcp,dep,1,122,15,-1.49378596087457,-48.2359033371692
htxcxa,dep,2,140,19,2.50621403912543,-30.2359033371692
htx27x,dep,2,274,39,22.5062140391254,103.764096662831
htx0op,dep,0,142,23,6.50621403912543,-28.2359033371692
htx07b,dep,1,131,10,-6.49378596087457,-39.2359033371692
htwy6u,dep,1,135,23,6.50621403912543,-35.2359033371692
htwq5b,dep,1,102,12,-4.49378596087457,-68.2359033371692
htwnao,dep,3,325,25,8.50621403912543,154.764096662831
htwl7v,dep,1,121,18,1.50621403912543,-49.2359033371692
htwl6a,dep,1,559,64,47.5062140391254,388.764096662831
htwkt0,dep,2,140,13,-3.49378596087457,-30.2359033371692
htwkkv,dep,1,176,16,-0.493785960874568,5.76409666283084
htwj31,dep,0,35,6,-10.4937859608746,-135.235903337169
htwiow,dep,0,34,4,-12.4937859608746,-136.235903337169
htwf5f,dep,0,42,5,-11.4937859608746,-128.235903337169
htwf4y,dep,0,218,19,2.50621403912543,47.7640966628308
htwey5,dep,2,404,34,17.5062140391254,233.764096662831
htwewu,dep,3,169,25,8.50621403912543,-1.23590333716916
htwers,dep,1,102,16,-0.493785960874568,-68.2359033371692
htwbw7,dep,0,69,9,-7.49378596087457,-101.235903337169
htw8ay,dep,2,223,32,15.5062140391254,52.7640966628308
htw4yk,dep,1,207,23,6.50621403912543,36.7640966628308
htw2fh,dep,0,34,4,-12.4937859608746,-136.235903337169
htw1mk,dep,3,224,40,23.5062140391254,53.7640966628308
htw06u,dep,0,241,25,8.50621403912543,70.7640966628308
htvyv8,dep,0,178,21,4.50621403912543,7.76409666283084
htvwg9,dep,2,355,35,18.5062140391254,184.764096662831
htvvvm,dep,2,373,40,23.5062140391254,202.764096662831
htvuat,dep,0,228,23,6.50621403912543,57.7640966628308
htvqvm,dep,0,80,5,-11.4937859608746,-90.2359033371692
htvoez,dep,1,97,18,1.50621403912543,-73.2359033371692
htvmx8,dep,3,301,39,22.5062140391254,130.764096662831
htvmc9,dep,0,12,2,-14.4937859608746,-158.235903337169
htvk94,dep,3,356,37,20.5062140391254,185.764096662831
htvhre,dep,1,283,34,17.5062140391254,112.764096662831
htvh8g,dep,2,221,24,7.50621403912543,50.7640966628308
htvf3n,dep,0,159,29,12.5062140391254,-11.2359033371692
htve3d,dep,0,48,5,-11.4937859608746,-122.235903337169
htvcrk,dep,0,91,11,-5.49378596087457,-79.2359033371692
htv7un,dep,0,368,27,10.5062140391254,197.764096662831
htuzwz,dep,0,609,74,57.5062140391254,438.764096662831
htuzo5,dep,0,274,42,25.5062140391254,103.764096662831
htuxtk,dep,0,122,22,5.50621403912543,-48.2359033371692
htuxfi,dep,0,6,1,-15.4937859608746,-164.235903337169
htuxb4,dep,1,79,9,-7.49378596087457,-91.2359033371692
htuw7c,dep,1,199,20,3.50621403912543,28.7640966628308
htuuya,dep,3,223,33,16.5062140391254,52.7640966628308
htuudo,dep,1,104,9,-7.49378596087457,-66.2359033371692
htut31,dep,1,153,19,2.50621403912543,-17.2359033371692
htupj5,dep,0,54,6,-10.4937859608746,-116.235903337169
htumvs,dep,0,64,7,-9.49378596087457,-106.235903337169
htulw2,dep,0,148,26,9.50621403912543,-22.2359033371692
htukel,dep,0,32,4,-12.4937859608746,-138.235903337169
htujt6,dep,2,285,26,9.50621403912543,114.764096662831
htujs5,dep,5,740,71,54.5062140391254,569.764096662831
htuj0n,dep,0,28,4,-12.4937859608746,-142.235903337169
htugyo,dep,4,96,4,-12.4937859608746,-74.2359033371692
htugwv,dep,2,280,12,-4.49378596087457,109.764096662831
htucld,dep,8,362,35,18.5062140391254,191.764096662831
htubsf,dep,1,154,21,4.50621403912543,-16.2359033371692
htuak4,dep,0,96,17,0.506214039125432,-74.2359033371692
htu8r7,dep,1,593,70,53.5062140391254,422.764096662831
htu5kt,dep,1,290,37,20.5062140391254,119.764096662831
httvbs,dep,2,180,26,9.50621403912543,9.76409666283084
htttmd,dep,0,25,4,-12.4937859608746,-145.235903337169
htts5h,dep,0,126,20,3.50621403912543,-44.2359033371692
http57,dep,0,55,7,-9.49378596087457,-115.235903337169
httmen,dep,1,150,19,2.50621403912543,-20.2359033371692
htthj6,dep,0,19,1,-15.4937859608746,-151.235903337169
httguu,dep,6,533,66,49.5062140391254,362.764096662831
htt8w3,dep,1,23,2,-14.4937859608746,-147.235903337169
htt7ak,dep,1,105,6,-10.4937859608746,-65.2359033371692
htt69q,dep,0,206,26,9.50621403912543,35.7640966628308
htt349,dep,0,106,14,-2.49378596087457,-64.2359033371692
htt2o7,dep,0,63,7,-9.49378596087457,-107.235903337169
htsywc,dep,0,71,9,-7.49378596087457,-99.2359033371692
htsxoa,dep,0,166,31,14.5062140391254,-4.23590333716916
htsxmr,dep,0,83,2,-14.4937859608746,-87.2359033371692
htsx0c,dep,0,47,4,-12.4937859608746,-123.235903337169
htsu0i,dep,1,26,5,-11.4937859608746,-144.235903337169
htstkh,dep,10,884,90,73.5062140391255,713.764096662831
htsthk,dep,0,174,21,4.50621403912543,3.76409666283084
htsqkg,dep,0,45,5,-11.4937859608746,-125.235903337169
htsly5,dep,2,254,35,18.5062140391254,83.7640966628308
htslb5,dep,1,129,20,3.50621403912543,-41.2359033371692
htsjzv,dep,0,93,10,-6.49378596087457,-77.2359033371692
htsjpf,dep,0,94,12,-4.49378596087457,-76.2359033371692
htsjn2,dep,0,95,11,-5.49378596087457,-75.2359033371692
htsfgg,dep,0,160,18,1.50621403912543,-10.2359033371692
htsdis,dep,0,59,9,-7.49378596087457,-111.235903337169
htsb5s,dep,2,104,13,-3.49378596087457,-66.2359033371692
hts9c6,dep,0,29,2,-14.4937859608746,-141.235903337169
hts9b9,dep,1,237,11,-5.49378596087457,66.7640966628308
hts6wi,dep,0,42,1,-15.4937859608746,-128.235903337169
hts63i,dep,1,190,34,17.5062140391254,19.7640966628308
hts603,dep,0,49,3,-13.4937859608746,-121.235903337169
htrz6d,dep,0,87,12,-4.49378596087457,-83.2359033371692
htryur,dep,1,216,25,8.50621403912543,45.7640966628308
htrv2p,dep,0,72,4,-12.4937859608746,-98.2359033371692
htruz7,dep,1,205,17,0.506214039125432,34.7640966628308
htruvv,dep,0,95,4,-12.4937859608746,-75.2359033371692
htrr4o,dep,0,71,11,-5.49378596087457,-99.2359033371692
htrosq,dep,0,53,5,-11.4937859608746,-117.235903337169
htrod0,dep,0,37,1,-15.4937859608746,-133.235903337169
htrocx,dep,0,153,18,1.50621403912543,-17.2359033371692
htrnjt,dep,0,148,21,4.50621403912543,-22.2359033371692
htrl1w,dep,2,226,20,3.50621403912543,55.7640966628308
htrgaz,dep,1,63,3,-13.4937859608746,-107.235903337169
htreif,dep,7,1098,162,145.506214039125,927.764096662831
htrdzq,dep,0,18,3,-13.4937859608746,-152.235903337169
htrdpu,dep,3,180,15,-1.49378596087457,9.76409666283084
htrc7e,dep,1,75,6,-10.4937859608746,-95.2359033371692
htrbat,dep,1,163,18,1.50621403912543,-7.23590333716916
htranw,dep,1,145,21,4.50621403912543,-25.2359033371692
htra1l,dep,5,588,53,36.5062140391254,417.764096662831
htr9n0,dep,1,322,38,21.5062140391254,151.764096662831
htr9ij,dep,0,122,13,-3.49378596087457,-48.2359033371692
htr0i8,dep,0,268,29,12.5062140391254,97.7640966628308
htqy92,dep,1,187,31,14.5062140391254,16.7640966628308
htqxxc,dep,2,262,21,4.50621403912543,91.7640966628308
htqxua,dep,0,70,9,-7.49378596087457,-100.235903337169
htqvud,dep,0,70,10,-6.49378596087457,-100.235903337169
htqrxu,dep,2,97,14,-2.49378596087457,-73.2359033371692
htqohs,dep,2,197,19,2.50621403912543,26.7640966628308
htqkr1,dep,1,64,5,-11.4937859608746,-106.235903337169
htqbro,dep,0,17,0,-16.4937859608746,-153.235903337169
htqa8n,dep,0,68,9,-7.49378596087457,-102.235903337169
htq9bs,dep,0,10,3,-13.4937859608746,-160.235903337169
htq7kd,dep,0,148,22,5.50621403912543,-22.2359033371692
htq5x7,dep,2,220,25,8.50621403912543,49.7640966628308
htq4m3,dep,2,143,8,-8.49378596087457,-27.2359033371692
htq073,dep,2,219,20,3.50621403912543,48.7640966628308
htpzj6,dep,0,58,4,-12.4937859608746,-112.235903337169
htpxmc,dep,0,117,8,-8.49378596087457,-53.2359033371692
htpxk7,dep,1,109,12,-4.49378596087457,-61.2359033371692
htpr07,dep,1,38,4,-12.4937859608746,-132.235903337169
htppm9,dep,0,280,34,17.5062140391254,109.764096662831
htpmy4,dep,0,32,1,-15.4937859608746,-138.235903337169
htpk9x,dep,1,74,14,-2.49378596087457,-96.2359033371692
htpjk2,dep,2,215,22,5.50621403912543,44.7640966628308
htphyc,dep,0,20,3,-13.4937859608746,-150.235903337169
htphwg,dep,0,155,15,-1.49378596087457,-15.2359033371692
htpges,dep,2,314,26,9.50621403912543,143.764096662831
htpdv5,dep,2,164,19,2.50621403912543,-6.23590333716916
htpd8j,dep,1,49,9,-7.49378596087457,-121.235903337169
htpbcf,dep,1,165,31,14.5062140391254,-5.23590333716916
htpb46,dep,0,157,15,-1.49378596087457,-13.2359033371692
htpaif,dep,0,271,31,14.5062140391254,100.764096662831
htp72j,dep,2,100,13,-3.49378596087457,-70.2359033371692
htp6zr,dep,0,56,7,-9.49378596087457,-114.235903337169
htp5xp,dep,1,249,26,9.50621403912543,78.7640966628308
htp57x,dep,0,290,43,26.5062140391254,119.764096662831
htp53v,dep,1,150,11,-5.49378596087457,-20.2359033371692
htoxw9,dep,0,30,3,-13.4937859608746,-140.235903337169
htovge,dep,1,80,12,-4.49378596087457,-90.2359033371692
htou1m,dep,0,45,0,-16.4937859608746,-125.235903337169
htosvy,dep,2,101,9,-7.49378596087457,-69.2359033371692
htosti,dep,1,90,12,-4.49378596087457,-80.2359033371692
htoqcx,dep,2,158,16,-0.493785960874568,-12.2359033371692
htoo8w,dep,1,360,46,29.5062140391254,189.764096662831
htonhu,dep,1,84,1,-15.4937859608746,-86.2359033371692
htolo3,dep,1,272,40,23.5062140391254,101.764096662831
htolgm,dep,1,225,28,11.5062140391254,54.7640966628308
htoij1,dep,0,161,14,-2.49378596087457,-9.23590333716916
htohzh,dep,0,298,23,6.50621403912543,127.764096662831
htohed,dep,8,1149,78,61.5062140391254,978.764096662831
htogzb,dep,0,41,7,-9.49378596087457,-129.235903337169
htogvc,dep,2,1708,177,160.506214039125,1537.76409666283
htoee4,dep,0,26,2,-14.4937859608746,-144.235903337169
htoe9z,dep,7,594,38,21.5062140391254,423.764096662831
htoc3o,dep,3,439,58,41.5062140391254,268.764096662831
htoblv,dep,1,127,19,2.50621403912543,-43.2359033371692
hto7kc,dep,0,14,2,-14.4937859608746,-156.235903337169
hto2o3,dep,1,210,28,11.5062140391254,39.7640966628308
hto1zg,dep,0,91,18,1.50621403912543,-79.2359033371692
hto0hn,dep,1,99,12,-4.49378596087457,-71.2359033371692
htnzve,dep,1,69,3,-13.4937859608746,-101.235903337169
htnzm0,dep,0,83,11,-5.49378596087457,-87.2359033371692
htnzi2,dep,0,146,11,-5.49378596087457,-24.2359033371692
htnz7w,dep,0,56,13,-3.49378596087457,-114.235903337169
htnypd,dep,1,95,9,-7.49378596087457,-75.2359033371692
htny1c,dep,0,95,11,-5.49378596087457,-75.2359033371692
htnxll,dep,7,546,66,49.5062140391254,375.764096662831
htnuwn,dep,0,116,12,-4.49378596087457,-54.2359033371692
htntwq,dep,1,268,32,15.5062140391254,97.7640966628308
htnrig,dep,6,552,60,43.5062140391254,381.764096662831
htnqja,dep,4,335,30,13.5062140391254,164.764096662831
htnqc5,dep,0,86,14,-2.49378596087457,-84.2359033371692
htnq06,dep,0,38,3,-13.4937859608746,-132.235903337169
htnhxm,dep,1,106,14,-2.49378596087457,-64.2359033371692
htnaoj,dep,11,1176,137,120.506214039125,1005.76409666283
htn73y,dep,0,156,20,3.50621403912543,-14.2359033371692
htn32a,dep,5,346,30,13.5062140391254,175.764096662831
htn185,dep,0,56,6,-10.4937859608746,-114.235903337169
htmzny,dep,2,350,31,14.5062140391254,179.764096662831
htmyjo,dep,0,94,14,-2.49378596087457,-76.2359033371692
htmv4d,dep,0,91,14,-2.49378596087457,-79.2359033371692
htmu2i,dep,1,308,25,8.50621403912543,137.764096662831
htmr4h,dep,1,114,21,4.50621403912543,-56.2359033371692
